,Season,Episode,Character,Dialouge
139,4,6-May,Dwight, Ohhhhhh
140,4,6-May,Andy, Website check please
141,4,6-May,Meredith, Three hundred and five
142,4,6-May,Andy, Threeohfive You my friend are winning handsomely
143,4,6-May,Meredith, Oop It just made another sale Three eighty
144,4,6-May,Andy, You my friend are in a very close second
145,4,6-May,Meredith, Fourohtwo
146,4,6-May,Andy, Okay uh why dont you just lay off lady
147,4,6-May,Meredith, What do you want me to do not announce it Four twelve
148,4,6-May,Michael, So This is the dealio God has smiled upon me and given me two tickets to the big party in New York tonight What are you doing this evening Look at that They have their own little language now Like twins
149,4,6-May,Jim, Sure well go
150,4,6-May,Michael, Alright Well fight it out amongst yourselves I was thinking Pammy but boys night out is also good
151,4,6-May,Jim, Oh Im sorry What
152,4,6-May,Pam, One of the tickets is for him
153,4,6-May,Michael, Just let me know who the winner is
154,4,6-May,Pam and Jim, Not it
155,4,6-May,Jim, Nope
156,4,6-May,Pam, I won
157,4,6-May,Jim, Definitely not If anything it was a tie
158,4,6-May,Pam, Tie goes to the girlfriend
159,4,6-May,Dwight, No I realize you normally reorder in November but what Im suggesti you did what Ah no Thats exactly what youre not supposed to do damnit Why would you reorder from a computer when you can have the personal touch of a salesman Ahhhhh 
160,4,6-May,Jim, Hows it going
161,4,6-May,Dwight, Fine Good
162,4,6-May,Jim, Yeah
163,4,6-May,Dwight, Yeah
164,4,6-May,Jim, You look a little worried
165,4,6-May,Dwight, I do not look worried
166,4,6-May,DunMiff/sys,  You do look worried
167,4,6-May,DwightKSchrute,  Heres a suggestion computer I assume you read
168,4,6-May,Pam, Heres a suggestion computer I assume you read binary so why dont you zero one one one one one one zero one one zero one one
169,4,6-May,Jim, Okay Um while you were typing that I searched every database in existence and learned every fact about everything And mastered the violin Oop and sold more paper
170,4,6-May,Angela, I asked for assorted cutlery and I got back spoons These are worthless
171,4,6-May,Phyllis, I want to understand what youre saying but its difficult for me when you use that tone
172,4,6-May,Angela, Phyllis These are spoooons Spoons have rounded tops and are used to scoop things What we need are forks which have prongs or tiny spears on top And we need knives which have blades Do you understand me now
173,4,6-May,Phyllis, Yes
174,4,6-May,Angela, Goodie
175,4,6-May,Jim, Hey man
176,4,6-May,Darryl, Whats up man
177,4,6-May,Jim, Whats going on
178,4,6-May,Darryl, Make a delivery
179,4,6-May,Jim, Oh yeah
180,4,6-May,Darryl, Kelly ordered this online
181,4,6-May,Dwight, What are you doing I am in the fight of my life against this computer and every sale counts
182,4,6-May,Kelly, But you get to put the paper in this little shopping cart and then it says Thanks for shopping at DunderMifflin
183,4,6-May,Dwight, Damnit Kelly It knows It knows what you did
184,4,6-May,Darryl, Who knows
185,4,6-May,Dwight, Return it Return it now
186,4,6-May,Darryl, Hey How about instead of yelling at our sweet little Miss Kapoor over five hundred sheets of paper you get back to your desk Start sellin multiple reams like a man
187,4,6-May,Dwight, Y You dont understand If okay if this makes the difference Im gonna tell it that you were responsible
188,4,6-May,Darryl, Whos it
189,4,6-May,Darryl, Here you go
190,4,6-May,Kelly, Thanks
191,4,6-May,Darryl, So you still missing Ryan
192,4,6-May,Kelly, Not so much anymore
193,4,6-May,Darryl, Mmmmm
194,4,6-May,Dwight, I am not a bad person When I left Staples I took some of their leads with me but I never intended to use them What did I intend to do with them Who knows Maybe keep them as a souvenir Maybe use them
195,4,6-May,Dwight, Yes Mr Galliado How would you like to pay ten percent less for paper than youre paying right now Its not important how I got your information What is important is that you say yes Good
196,4,6-May,Michael, Alright Im ready to go and Im callin shotgun
197,4,6-May,Jim, Im driving
198,4,6-May,Michael, Yes Thank you
199,4,6-May,Jim, Alright let me just say goodbye to Pam
200,4,6-May,Michael, Oh yeah youd better You better say goodbye to Pam Say goodbye to Pam Byyyyyye I love you  I love ya Pam okay  Im leavin inside Jims car I dont know when Ill be back again Yes I do Tomorrow Ill be back Ill be back Tomorrow Um yeah So you know what Why dont you guys take off a little bit early tonight
201,4,6-May,Angela, Because theres a party A party for the website Ive been planning for two weeks
202,4,6-May,Michael, If you are not this tall you may not ride the rollercoaster See you guys tomorrow
203,4,6-May,Dwight, Perfect So let me just get some basic information from you Mmmhmm
204,4,6-May,DunMiff/sys,  Oh I didnt realize we could use the leads we stole from Staples
205,4,6-May,Dwight, Im sorry Am so sorry I yes Uh could you repeat that
206,4,6-May,Dwight, Yesss Ten reams for the US District Court Did I happen to mention the forty reams for the battered womens shelter
207,4,6-May,Andy, No  
208,4,6-May,Dwight, Huh
209,4,6-May,Angela, Stop it Gimme that Give it
210,4,6-May,Dwight, Did you see the board
211,4,6-May,Angela, Theres still an hour
212,4,6-May,Michael, You ever read this 
213,4,6-May,Jim, Yep A long time ago but I liked it
214,4,6-May,Michael, Got it for Ryan Wanted to get him Oh The Places Youll Go but they were sold out Figured
215,4,6-May,Jim, Yeah
216,4,6-May,Michael, Same sort of stuff in here
217,4,6-May,Jim, Its not Its different But its a good book
218,4,6-May,Michael, Mmwa Mmwa
219,4,6-May,Jim, What was that
220,4,6-May,Michael, Leaving Pennsylvania
221,4,6-May,Jim, Oh Two kisses
222,4,6-May,Michael, One for me one for Jan
223,4,6-May,Jim, Gotcha
224,4,6-May,Michael, You guys should come over for dinner You and Pam Thatd be fun Friday
225,4,6-May,Jim, That would be fun
226,4,6-May,Michael, Wanna come over Friday
227,4,6-May,Jim, Uhhh Cant
228,4,6-May,Michael, After work you guys
229,4,6-May,Jim, Oh no cause youre gonna let me know when were close right
230,4,6-May,Michael, Yes Actually I will tell you right now Its a club called Chatroom and theres a password to get in which is actually password So
231,4,6-May,Jim, Mmmkay
232,4,6-May,Michael, What are you doing
233,4,6-May,Jim, Uh that is an invitation to an online party
234,4,6-May,Michael, No
235,4,6-May,Jim, Yep
236,4,6-May,Michael, No Im sure thats not Na
237,4,6-May,Jim, Are there uh three ws at the beginning of the address
238,4,6-May,Michael, Yes
239,4,6-May,Jim, Yep
240,4,6-May,Michael, Well the invitation says VIPs only Is this how you treat your VIPs Ryan Were already in the city The main part with the buildings What am I supposed to do What do you want me to do tonight And if you tell me that I have to drive back to Scranton to the satellite party I am going to throw up Okay Im going to throw up Im throwing up Youre making me throw up Ryan
241,4,6-May,Michael, You know what this is like Ill tell you what this is like This is like when the Freshmen would throw a party and wouldnt let any of the Seniors go
242,4,6-May,Michael, Doesnt it just piss you off sometimes that that little twerp got the promotion over us
243,4,6-May,Jim, Oh actually I withdrew from consideration
244,4,6-May,Michael, Yeah I withdrew too
245,4,6-May,Andy, Four Three Two One
246,4,6-May,Dwight, Yes
247,4,6-May,Andy, Woo
248,4,6-May,Dwight, Woo
249,4,6-May,Andy, After numerous projections that the computer would crush all salesmen in its path I am very happy to report that our very own Dwight Schrute has crushed his electronic nemesis if you will by a whopping fiftytwo reams
250,4,6-May,Dwight, Reams Wait Say it Say it again Announce it again
251,4,6-May,Andy, Fiftytwo reams
252,4,6-May,Dwight, No no no the first part
253,4,6-May,Andy, Dwight has defeated the computer
254,4,6-May,Dwight, Hey So What do you think I did it for you
255,4,6-May,Angela, I didnt ask you to do it for me
256,4,6-May,Dwight, You didnt have to
257,4,6-May,Angela, How do you tell someone its over You send them a notarized letter right Well what if the recipient is your notary
258,4,6-May,Angela, Hello Pam
259,4,6-May,Pam, Hello
260,4,6-May,Angela, Hey Do you have any men that you can fix me up with I would like to have a relationship with a man
261,4,6-May,Pam, Um uh Ill get back to you
262,4,6-May,Angela, Let me know
263,4,6-May,DunMiff/sys,  You beat me You are the superior being
264,4,6-May,Michael, Alright who wants to party
265,4,6-May,Oscar, Why arent you in New York
266,4,6-May,Michael, Ohhh what Oh I think I faked Oscar out
267,4,6-May,Stanley, You said you werent coming back and we could leave early
268,4,6-May,Michael, I think I faked Stanley out too Who else thought that I was leaving And they could all go home early Gotcha Gotcha Gotcha Well who needs New York Right We can have a kller party right here in Scranton
269,4,6-May,Angela, Thank you
270,4,6-May,Michael, Nope nope nope no This is going to be nothing like the party youve been planning This is going to be good and everybodys gonna come Whats wrong with Dwight
271,4,6-May,Andy, He beat the computer
272,4,6-May,Michael, Oh hey Good for you Good for you Scranton power Alright you know what Angela Id like you to come into my office in ten minutes Bring something to write with and something to write on Good
273,4,6-May,Michael, This was a pretty disappointing day It was kind of a slap in the face to realize that I wasnt as important as I thought I was to a certain young executive who I cared about But you know Im not gonna cry over it I did that in the car on the way home
274,4,6-May,Michael, How we doing on time
275,4,6-May,Angela, The party starts in an hour
276,4,6-May,Michael, Good These are some things that I would like to have happen
277,4,6-May,Angela, Beer lite beer streamers orchids Better lighting
278,4,6-May,Michael, Mmmhmm
279,4,6-May,Angela, Something made of ice
280,4,6-May,Michael, Those are just things This is how I want it to feel
281,4,6-May,Angela, Pizza pizza with mushrooms pizza without mushrooms white pizza steak
282,4,6-May,Michael, I would like this party to be sexier cooler more important
283,4,6-May,Angela, Chocolates Someone famous
284,4,6-May,Michael, Yes
285,4,6-May,Angela, Cool music
286,4,6-May,Michael, Uh
287,4,6-May,Angela, Confetti
288,4,6-May,Michael, I want it
289,4,6-May,Angela, GoGo dancers
290,4,6-May,Michael, I want it to embarrass all other parties I want it to be a party that the guys in New York watch on the webcam and say Wow How did they get Al Roker to come
291,4,6-May,Angela, I cant do this
292,4,6-May,Michael, Yes you can
293,4,6-May,Angela, I cant do it
294,4,6-May,Michael, Yes you can I know you can I wouldnt say that if I didnt hundred percent believe it Who else could do this
295,4,6-May,Angels, Okay Okay
296,4,6-May,Michael, No seriously Is there anyone else who could do it better Because we dont have a lot of time Ill get the pizza
297,4,6-May,Andy, What do you think of Angela
298,4,6-May,Dwight, I think shes efficient
299,4,6-May,Andy, No not like that as a woman WOMAN
300,4,6-May,Dwight, I hadnt noticed
301,4,6-May,Andy, You hadnt noticed shes a woman
302,4,6-May,Dwight, 
303,4,6-May,Andy, I hear shes single and ready to mingle Im thinking about making a play for her What do you think Crazy right
304,4,6-May,Dwight, I think its inappropriate to date someone you work with
305,4,6-May,Andy, Isnt that part of the fun
306,4,6-May,Dwight, No I think you should date Kelly
307,4,6-May,Andy, She works here too how is that any different
308,4,6-May,Dwight, Uh she works in the annex Youre also welcome to date Toby
309,4,6-May,Andy,  Okay
310,4,6-May,Michael, Good news
311,4,6-May,Stanley, We get to go home
312,4,6-May,Michael, Guess who just ordered from your favorite pizza place Alfredo
313,4,6-May,All, 
314,4,6-May,Kevin, Wait Alfredos Pizza Cafe Or Pizza by Alfredo
315,4,6-May,Michael, Same thing
316,4,6-May,Kevin, No no
317,4,6-May,All, 
318,4,6-May,Michael, You know what I dont understand when you all talk at the same time
319,4,6-May,Kevin, Oscar talk to him
320,4,6-May,Oscar, Michael theres a very big difference between these two pizza places Both in quality of ingredients and overall taste Which one did you order from
321,4,6-May,Michael, Pizza by Alfredo
322,4,6-May,All, 
323,4,6-May,Michael, Okay okay whats better A medium amount of good pizza Or all you can eat of pretty good pizza
324,4,6-May,All, Medium amount of good pizza
325,4,6-May,Michael, 
326,4,6-May,Kevin, Oh no its bad Its real bad Its like eating a hot circle of garbage
327,4,6-May,Phyllis, You can pick one of these things Its unreasonable for you to ask me to do all of this
328,4,6-May,Angela, It should take no time at all if you put the care into it that you normally do
329,4,6-May,Phyllis, 
330,4,6-May,Angela, Ow
331,4,6-May,Phyllis, That seemed to shut her up
332,4,6-May,Andy, Are you looking for dinner and a movie Because youre not going to find it in that box 
333,4,6-May,Andy, Just so happens that I know where you can find it but again not in the box
334,4,6-May,Andy, Angela are you hearing words that Im saying
335,4,6-May,Angela, What
336,4,6-May,Andy, Hello
337,4,6-May,Angela, I have been working on a party for three weeks that just got thrown out the window So now Ive got to pull together a whole new party and my useless number two quit so now theres no one in charge of orchids chocolates or the thing thats made of ice And my upper back itches and its itched all day and I cant reach it and Kevin had Greek food for lunch again
338,4,6-May,Andy, They say you should never mix business with pleasure Really Well then explain to me how a puttputt golf company operates
339,4,6-May,Michael, Yup
340,4,6-May,Pam, The Pizza by Alfredo guy is here
341,4,6-May,Michael, You dont have to say it like that
342,4,6-May,Pam, I said it normal
343,4,6-May,Michael, Hey
344,4,6-May,Pizza guy, Hey Sixtythree fifty and thats not including tip
345,4,6-May,Michael, Right I have a coupon so half of sixtythree fifty and half the tip of sixtythree fifty
346,4,6-May,Pizza guy, The half off coupon only applies to orders of two pizzas
347,4,6-May,Michael, Yeah I told them on the phone that I was ordering eight pizzas
348,4,6-May,Pizza guy, I dont care what you told them on the phone thats our policy
349,4,6-May,Michael, You didnt actually think I was going to spend sixty bucks on pizza
350,4,6-May,Oscar, Its not pizza
351,4,6-May,Michael, Okay it doesnt say it anywhere on the coupon and if its policy it should say it on the coupon
352,4,6-May,Pizza guy, 
353,4,6-May,Michael,  What do you mean hmmum
354,4,6-May,Pizza guy, Not my problem
355,4,6-May,Michael, It is your problem Thats no way to do business okay I ordered eight pizzas with a halfoff coupon so I would like eight pizzas for halfoff End of story
356,4,6-May,Pizza guy, Great story Its sixtythree fifty and thats not including tip
357,4,6-May,Michael, Im not giving that to you
358,4,6-May,Pizza guy, Well then youre not getting youre pizzas
359,4,6-May,Michael, No no youre not going anywhere Youre staying here until we figure this out
360,4,6-May,Pizza guy, What
361,4,6-May,Michael, You know what This young man needs to learn thats not how you treat people I dont care if its pizza Good business is about respect and accountability and follow through You dont just make promises and pull the rug out from under somebody do you Dwight please escort this young man into the conference room Right now get in the conference room
362,4,6-May,Pizza guy, Im not going in there
363,4,6-May,Michael, Yes you are yes you are and you will come out when you decide to give me a discount on the pizza Please thank you
364,4,6-May,Pizza guy, This is stupid
365,4,6-May,Michael, No you dont even know what stupid is Its about to get all stupid up in here
366,4,6-May,Stanley, You find anything
367,4,6-May,Kevin, We think its a straight forward kidnapping
368,4,6-May,Oscar, Stanley could you look up accomplices
369,4,6-May,Stanley, Why cant you guys do it
370,4,6-May,Oscar, Because were looking up jail time
371,4,6-May,Stanley, Fine
372,4,6-May,Dwight, Ive seen this kid before Hes one the kids who sneaks on my farm and steals my hemp
373,4,6-May,Pizza guy, Yeah I know that guy Hes that farmer that grows really crappy weed
374,4,6-May,Michael, You ready to give me my discount now
375,4,6-May,Pizza guy, No
376,4,6-May,Michael, Okay what have you been doing in here this whole time
377,4,6-May,Pizza guy, What kind of business is this
378,4,6-May,Dwight, Were a paper company The best paper company in the whole wide world
379,4,6-May,Michael, Alright Dwight knock it off You better think about what you are doing young man
380,4,6-May,Pizza guy, You better think about what youre doing
381,4,6-May,Michael, No Im an adult I dont have to think or do anything Youre a kid a little snotnosed punk kid who thinks hes better than everyone else because hes some hot shot and you dont know anything about sales So stop being a disrespectful little jerk okay
382,4,6-May,Pizza guy, Sales
383,4,6-May,Michael, Yeah sales you sell pizza Last time I checked thats called sales
384,4,6-May,Pizza guy, Youre such a loser
385,4,6-May,Dwight, What did you just call him
386,4,6-May,Pizza guy, A loser
387,4,6-May,Dwight, What did you say
388,4,6-May,Pizza guy, A loser
389,4,6-May,Michael, Alright stop stop making him say it You just made this worse a whole lot worse
390,4,6-May,Dwight, I can make him talk Michael
391,4,6-May,All, Michael Michael
392,4,6-May,Michael, Stop talking all at once
393,4,6-May,Jim, You need to let him go
394,4,6-May,Michael, Let go of the little jerk boy before he has learned his lesson
395,4,6-May,Jim, Yes
396,4,6-May,Michael, You know what Jim the world would be a better place if people were held accountable for their actions
397,4,6-May,Jim, Yes but not by kidnapping
398,4,6-May,Michael, Im not kidnapping him Im keeping him until I get what I want
399,4,6-May,Jim, As a hostage
400,4,6-May,Michael, I think youre overthinking it
401,4,6-May,Jim, I think youre underthinking it
402,4,6-May,Michael, Yes is Alfredo there Can I speak to a manager then Okay can you tell the manager that Im keeping his delivery kid until I get a discount on the eight pizzas I ordered Yes I know it is not on the coupon Also I would like him to throw in two three pizzas for our
403,4,6-May,Jim, Ransom
404,4,6-May,Michael, Trouble Okay alright
405,4,6-May,Jim, What did he say
406,4,6-May,Michael, He said no
407,4,6-May,Jim, So we should let him go
408,4,6-May,Michael, No no
409,4,6-May,Jim, Okay
410,4,6-May,Dwight, Listen up kid  I dont like you but because some town in Switzerland says so you have rights
411,4,6-May,Angela, I have to hang these
412,4,6-May,Pizza guy, Why are you looking at her like that
413,4,6-May,Dwight, Hey
414,4,6-May,Kevin, Whats going on
415,4,6-May,Jim, Michael just called the pizza place with a list of demands
416,4,6-May,Michael, Mister Overdramatic whats up Kevin
417,4,6-May,Kevin, Were getting hungry out there Were all accomplices now anyway so we figured we might as well eat We would like to order some good pizza from Alfredos Pizza Cafe while we wait for the hostage situation with the bad pizza to end
418,4,6-May,Angela, I needed another hour it could have been done in another hour
419,4,6-May,Meredith, I think it looks good
420,4,6-May,Angela, Thats why youre not in charge Meredith
421,4,6-May,Andy, Here you are my dear one thing made of ice
422,4,6-May,Angela, How did you um where did you
423,4,6-May,Dwight, Its just ice itll melt all over the floor
424,4,6-May,Angela, Will you help me put it over there
425,4,6-May,Andy, Yes I will
426,4,6-May,Angela, Okay
427,4,6-May,Andy, Excuse me
428,4,6-May,Andy, I stole it
429,4,6-May,Oscar, Thank God
430,4,6-May,Pam, Michael Ryan wants to introduce the branch managers in a few minutes You just have to wave and introduce yourself
431,4,6-May,Michael, Ill just wave and introduce myself
432,4,6-May,Jim, Hey quick question If I take a pizza do you think you could take some sodas and some napkins up to the roof
433,4,6-May,Pam, Im all over it
434,4,6-May,Jim, Okay
435,4,6-May,Jim, What have we got here
436,4,6-May,Kevin, Good pizza
437,4,6-May,Jim, Yeah cheese or do we have other flavors
438,4,6-May,Kevin, Different stuff
439,4,6-May,Jim, Which ones this Perfect
440,4,6-May,Jim, Do you remember what you said to me on my first day of work just before you walked me over to my desk
441,4,6-May,Pam, Yeah enjoy this moment because youre never going to go back to this time before you met your desk mate Dwight
442,4,6-May,Jim, And thats when I knew You
443,4,6-May,Pam, You came up to my desk and said this might sound weird and theres no reason for me to know this but that mixed berry yogurt youre about to eat has expired
444,4,6-May,Jim, That was the moment that you knew you liked me
445,4,6-May,Pam, Yep
446,4,6-May,Jim, Wow can we make it a different moment
447,4,6-May,Pam, Nope
448,4,6-May,Manager, Can I start talking Is this thing on Give me a signal when you want me to start
449,4,6-May,Ryan, And now from my old hometown Scranton Pennsylvania my former boss Michael Scott
450,4,6-May,Michael, Hey I just think you should know that one of my salesmen beat your stupid computer so take that hole
451,4,6-May,Ryan, Always a jokester How about that image Crystal clear
452,4,6-May,Pizza guy, If anyone out there is listening Im being held here against my will Im a minor
453,4,6-May,Angela, Ow What are you doing
454,4,6-May,Andy, You said your upper back itched
455,4,6-May,Angela, I didnt ask you to scratch it
456,4,6-May,Andy, Look Angela I know this is weird because we work together and up until and possibly now Ive repulsed you but I like you
457,4,6-May,Angela, Im not dating you
458,4,6-May,Andy, So Angela is stubborn as a mule shes giving off fairly strong vibes that shes not interested
459,4,6-May,Dwight, 
460,4,6-May,Andy, But do I like her or not because if I like her then I cant back down
461,4,6-May,Dwight,  If youre going number one youve got ten more seconds
462,4,6-May,Michael, Hey have you seen Jim
463,4,6-May,Kevin, I guess he wanted to get out of here before the cops find out
464,4,6-May,Dwight, Ahhchaa
465,4,6-May,Michael, Whoa whoa whoa whoa what are you doing
466,4,6-May,Dwight, Im just scaring him The trick is to make him think youre going to do something to him
467,4,6-May,Pizza guy, I can hear you man
468,4,6-May,Dwight, Shut up or Im going to punch you in the throat
469,4,6-May,Michael, Hey hey hey stop it Stop it now God Oh my God oh my God no no no I kidnapped a kid
470,4,6-May,Dwight, You had to what other choice did you have
471,4,6-May,Michael, I could have paid for the pizza
472,4,6-May,Dwight, Well yeah
473,4,6-May,Michael, Oh my God oh my God
474,4,6-May,Michael, This is Michael
475,4,6-May,Ryan, Hello Michael this is Ryan first off thanks for the shout out
476,4,6-May,Michael, Youre breaking up I cant hear you
477,4,6-May,Ryan, Why is there a kid on your webcam saying that hes being held against his 
478,4,6-May,Michael,  Mmmkay I want you to go in there and pay him for the pizzas and give him a generous tip no more than ten percent
479,4,6-May,Dwight, What will you do
480,4,6-May,Michael, I will open the door
481,4,6-May,Dwight, Yeah
482,4,6-May,Michael, And hopefully he will walk out and the rest is out of our hands
483,4,6-May,Dwight, So Im paying full price
484,4,6-May,Michael, Yes
485,4,6-May,Dwight, Here we go sixtyfive You know what Theres two more
486,4,6-May,Michael, See ya drive safely
487,4,6-May,Michael,  Okay
488,4,6-May,Dwight, Now what
489,4,6-May,Michael, Now we wait and hopefully nothing happens
490,4,6-May,Dwight, Alright Oh I assume Im going to be reimbursed for the pizzas
491,4,6-May,Michael, Not now Dwight please its not the time
492,4,6-May,Jim, A toast better make it good To avoiding a class two felony charge
493,4,6-May,Pam, Ahha
494,4,6-May,Andy,  Hello hey hang on a second Hello hang on
495,4,6-May,Andy,  If you change your mind Ill be first in line Honey Im still free take a chance on me If you need me let me know gonna be around If you got no place to go if youre feeling down If your all alone when the pretty birds have flown honey Im still free take a chance on me Gonna do my very best and that aint no lie if you put me to the test if you let me try Take a chance on me thats all I ask of you Angela Take a chance on me
496,4,6-May,Voice #1 on phone, Hey howd it go
497,4,6-May,Voice #2 on phone, Yeah whatd she say
498,4,6-May,Andy, I dont know yet I have to call you back
499,4,6-May,Voice #1 on phone, You have to give us something
500,4,6-May,Andy, Ill call you back
501,4,6-May,Angela, I have to go clean up after the party
502,4,6-May,Michael, What a horrible day
503,4,6-May,Dwight, Blah
504,4,6-May,Michael, Bluh
505,4,6-May,Dwight, Uhh
506,4,6-May,Michael, Well I need to get the horrible taste of this pizza out of my mouth Id really like some sushi I was hoping that I would have New York style sushi today And you know what
507,4,6-May,Dwight, What
508,4,6-May,Michael, Im going to get it
509,4,6-May,Dwight, Coopers has calamari
510,4,6-May,Michael, Uhuh no there is only one place where they authentic New York style sushi
511,4,6-May,Dwight, Tokyo
512,4,6-May,Michael, New York Wanna go
513,4,6-May,Dwight, Yes
514,4,6-May,Michael, Alright you drive
515,4,6-May,Dwight, Okay
516,4,6-May,Dwight, Nice
517,4,6-May,Michael, Here we go
518,4,6-May,Dwight, Woohoo
519,4,6-May,Michael, Mmm
520,4,6-May,Dwight, Yum
521,4,6-May,Bartender, Im sorry you guys are going to have to leave
522,4,6-May,Michael, Hey you know what  Come on come on lets go
523,4,6-May,Man, Hey youre the Scranton guy
524,4,6-May,Michael, Guilty
525,4,6-May,Man, I liked your statement tonight
526,4,6-May,Michael, Oh thanks This is the guy that beat the computer
527,4,6-May,Man, Oh very cool It was funny to see Ryan all embarrassed by that
528,4,6-May,Michael, Yeah
529,4,6-May,Man, See you later
530,4,6-May,Dwight, Later on
531,4,6-May,Michael,  Im Ryan and tonight didnt go the way that I thought it would because it didnt work out for me and Im very embarrassed I got egg all over my face
532,4,6-May,Dwight, And I spent so much time in Scranton and I never sold any paper
533,4,6-May,Michael, I never sold any paper because Im an idiot
534,4,6-May,Dwight, I started a fire with my cheese pita
535,4,6-May,Michael, I made it with my cheese pita
536,4,6-May,Dwight, I date Indian girls
537,4,6-May,Michael, I started a fire I started a fire
538,4,6-May,Dwight, Now Ive got a beard and I can do whatever I want and Im your boss
539,4,6-May,Michael, And Im hot Im so hot Thats why everybody
540,4,6-May,Dwight, I dont get that I dont understand that
541,4,6-May,Michael, Well its part of it its just the uhhh
542,4,6-May,Michael, Wanna head back
543,4,6-May,Dwight, Yeah lets go
544,4,6-May,Ryan, 
0,4,8-Jul,Michael, Coat 
1,4,8-Jul,Pam, Michael just rented The Devil Wears Prada He has his NetFlix sent here to the office and he watches them in pieces when things are slow
2,4,8-Jul,Michael, Steak Wheres my steeaaak
3,4,8-Jul,Pam, Hes a big Meryl Streep fan so I shouldnt be surprised that hes identified with her character
4,4,8-Jul,Michael, Get me Armani
5,4,8-Jul,Pam, A suit
6,4,8-Jul,Michael, On the phone
7,4,8-Jul,Pam, Like the main company number Because Im gonna have to call information
8,4,8-Jul,Michael, Wheres Armani Hes on the phone Too slow You are not going to Paris Im so much better than you are 
9,4,8-Jul,Michael, I owe you an apology
10,4,8-Jul,Pam, You finished the movie
11,4,8-Jul,Michael, Yeah It was awesome Big surprise ending Wont ruin it for you
12,4,8-Jul,Pam, No Go ahead
13,4,8-Jul,Michael, Meryl Streep is the bad guy Never see it coming Anyways if I was mean in any way to you I am sorry I just want whats best for you Mo Chuisle
14,4,8-Jul,Pam, Mo Chuisle Hes watching Million Dollar Baby Hes gonna try to kll me
15,4,8-Jul,Micahel, So this one goes with my eyes and this one goes with your eyes People have said I have very pretty eyes
16,4,8-Jul,Jan, You do
17,4,8-Jul,Michael, I havent heard the same about you So lets just go with mine
18,4,8-Jul,Jan, Well they both go with the carpet Ive ordered and if you go with the brown leather on the sofas then they go with that too
19,4,8-Jul,Michael, We already have a sofa So why do
20,4,8-Jul,Jan, A futons not a sofa
21,4,8-Jul,Michael, It folds up Youve only seen it flat
22,4,8-Jul,Jan, I know what a futon is Michael
23,4,8-Jul,Michael, I Ok How much is this going to cost
24,4,8-Jul,Jan, It costs what it costs
25,4,8-Jul,Michae, No dont that doesnt even mean anything
26,4,8-Jul,Jan, We have gone through this
27,4,8-Jul,Michael, Yes Money has been a little tight lately But at the end of my life when Im sitting on my yacht am I gonna be thinking about how much money I have No Im going to be thinking about how many friends I have and my children and my comedy albums I mean I have a yacht so I obviously did pretty well money wise
28,4,8-Jul,Michael, Its just that you say its gonna cost what it costs 
29,4,8-Jul,Pam,  Michael its Ryan for you
30,4,8-Jul,Jan, Conniving little runt Put him through
31,4,8-Jul,Michael, Put him through Yes Ryan my man
32,4,8-Jul,Ryan,  I sent you an email about the new Powerpoint
33,4,8-Jul,Michael, Yes and thank you for sending that to me
34,4,8-Jul,Ryan, I had IT install the updated Powerpoint on the computer so you can use it for the presentation I really want people there using Powerpoint
35,4,8-Jul,Michael, Okay yeah I dunno I dunno I think those IT guys messed up
36,4,8-Jul,Ryan, Hold on Ill get them on the phone
37,4,8-Jul,Michael,  Wait oh no here it is here it is Found it
38,4,8-Jul,Jim,  Sure I can hold
39,4,8-Jul,Dwight,  Dunder Mifflin Dwight Schrute Please hold  Schrute Farms guten tag How can I help you Yes we have availability on those nights How many in your party Oh no Im sorry no king beds No queen either Well we make our own mattresses that dont conform to the traditional sizes Closest would be twin Thank you so much for calling Call back again Aufedersein
40,4,8-Jul,Jim, Hey Dwight
41,4,8-Jul,Dwight, None of your business Jim
42,4,8-Jul,Jim, Do you run the bed and breakfest
43,4,8-Jul,Dwight, It is not a B and B
44,4,8-Jul,Dwight, Agrotourism is a lot more than a bed and breakfest It consists of tourists coming to a farm showing them around giving them a bed giving them brekafest
45,4,8-Jul,Jim, Does the Department of Health know about this
46,4,8-Jul,Dwight, Im not telling you anything  Permits are pending  Dwight Schrute Dunder Mifflin
47,4,8-Jul,Pam, Hello Im looking for a room
48,4,8-Jul,Dwight, Okay this is a misuse of company phones
49,4,8-Jul,Pam, It says here you cater to the eldery
50,4,8-Jul,Dwight, Where did you read that
51,4,8-Jul,Pam, Trip Advsior
52,4,8-Jul,Dwight, Trip Advisor is the life blood of the Agrotourism industry A couple of bad reviews there you might as well close up shop Thats what took down the Stalk Inn One of the cutest little asparagus farms youll ever see
53,4,8-Jul,Dwight, How many in your party
54,4,8-Jul,Pam, Two
55,4,8-Jul,Dwight, We offer tours of the fields and of the barn Uh perhaps youll be interested in um Moses table making demonstration
56,4,8-Jul,Jan, So um I forgot to tell you that I need the car tonight
57,4,8-Jul,Michael, Oh Um actually I need the car
58,4,8-Jul,Jan, Why Improv Why dont you just pretend you have a car Good practice incase you ever do a scene where you need to pretend you have a car
59,4,8-Jul,Michael, Use to have two cars traded em in now were down to one Good economic sense Although the new car is a Porsche For her
60,4,8-Jul,Dwight, One cardigan one sleeping cardigan and one sleep apnea mask
61,4,8-Jul,Angela, What about my cherub figurine
62,4,8-Jul,Dwight, You took that with you
